Tool,Version,Category,URL
"cewl","189.447ccc1","blackarch-automation","http://www.digininja.org/projects/cewl.php"
"cflow","1.7","blackarch-code-audit","http://www.gnu.org/software/cflow/"
"cfr","0.152","blackarch-decompiler","https://www.benf.org/other/cfr/"
"chainsaw","v2.7.3.r6.g5d908fd","blackarch-defensive","https://github.com/countercept/chainsaw"
"chameleon","27.a2f0cf1","blackarch-networking","https://github.com/mdsecactivebreach/Chameleon"
"chameleonmini","613.ad0eece","blackarch-social","https://github.com/emsec/ChameleonMini"
"changeme","266.89f59d4","blackarch-scanner","https://github.com/ztgrace/changeme"
"chankro","21.7b6e844","blackarch-webapp","https://github.com/TarlogicSecurity/Chankro"
"chaos-client","283.17a19d7","blackarch-recon","https://github.com/projectdiscovery/chaos-client"
"chaosmap","1.3","blackarch-forensic","http://freecode.com/projects/chaosmap"
"chaosreader","0.94","blackarch-networking","http://chaosreader.sourceforge.net/"
"chapcrack","17.ae2827f","blackarch-cracker","https://github.com/moxie0/chapcrack"
"cheat-sh","6","blackarch-automation","https://cheat.sh"
"check-weak-dh-ssh","0.1","blackarch-scanner","http://packetstormsecurity.com/files/66683/check_weak_dh_ssh.pl.bz2.html"
"checkiban","0.2","blackarch-misc","http://kernel.embedromix.ro/us/"
"checkov","3.2.296.r2.g3e46e4958","blackarch-code-audit","https://github.com/bridgecrewio/checkov"
"checksec","2.7.1","blackarch-automation","https://github.com/slimm609/checksec.sh"
"chiasm-shell","33.e20ed9f","blackarch-disassembler","https://github.com/0xbc/chiasm-shell"
"chipsec","2247.91cf47fc","blackarch-hardware","https://github.com/chipsec/chipsec"
"chiron","48.524abe1","blackarch-scanner","http://www.secfu.net/tools-scripts/"
"chisel","239.ab8f06a","blackarch-tunnel","https://github.com/jpillora/chisel"
"chkrootkit","0.58b","blackarch-defensive","http://www.chkrootkit.org/"
"chntpw","140201","blackarch-forensic","https://pogostick.net/~pnh/ntpasswd/"
"chopshop","444.8bdd393","blackarch-networking","https://github.com/MITRECND/chopshop"
"choronzon","4.d702c31","blackarch-fuzzer","https://github.com/CENSUS/choronzon"
"chownat","0.08b","blackarch-tunnel","http://samy.pl/chownat/"
"chrome-decode","0.1","blackarch-windows","http://packetstormsecurity.com/files/119153/Chrome-Web-Browser-Decoder.html"
"chromefreak","24.12745b1","blackarch-forensic","http://osandamalith.github.io/ChromeFreak/"
"chromensics","1.0","blackarch-windows","https://sourceforge.net/projects/chromensics/"
"chw00t","39.1fd1016","blackarch-exploitation","https://github.com/earthquake/chw00t"
"cidr2range","1.0","blackarch-networking","http://www.cpan.org/authors/id/R/RA/RAYNERLUC"
"cintruder","14.f8a3f12","blackarch-cracker","https://github.com/epsylon/cintruder"
"cipherscan","421.5866911","blackarch-scanner","https://github.com/jvehent/cipherscan"
"ciphertest","22.e33eb4a","blackarch-crypto","https://github.com/OpenSecurityResearch/ciphertest"
"ciphr","127.5da7137","blackarch-crypto","https://github.com/frohoff/ciphr"
"cirt-fuzzer","1.0","blackarch-fuzzer","http://www.cirt.dk/"
"cisco-auditing-tool","1","blackarch-cracker","http://www.scrypt.net"
"cisco-global-exploiter","1.3","blackarch-exploitation","http://www.blackangels.it"
"cisco-ocs","0.2","blackarch-cracker","http://www.question-defense.com/2013/01/11/ocs-version-2-release-ocs-cisco-router-default-password-scanner"
"cisco-router-config","1.1","blackarch-misc",""
"cisco-scanner","0.2","blackarch-cracker","http://wayreth.eu.org/old_page/"
"cisco-snmp-enumeration","10.ad06f57","blackarch-automation","https://github.com/nccgroup/cisco-snmp-enumeration"
"cisco-snmp-slap","5.daf0589","blackarch-spoof","https://github.com/nccgroup/cisco-snmp-slap"
"cisco-torch","0.4b","blackarch-exploitation","https://github.com/foreni-packages/cisco-torch/"
"cisco5crack","2.c4b228c","blackarch-cracker","https://github.com/madrisan/cisco5crack"
"cisco7crack","2.f1c21dd","blackarch-cracker","https://github.com/madrisan/cisco7crack"
"ciscos","1.3","blackarch-scanner",""
"citadel","95.3b1adbc","blackarch-recon","https://github.com/jakecreps/Citadel"
"cjexploiter","2.d1caa21","blackarch-webapp","https://github.com/enddo/CJExploiter"
"clair","2004.f556ef16","blackarch-scanner","https://github.com/quay/clair"
"clairvoyance","2.5.2","blackarch-webapp","https://github.com/nikitastupin/clairvoyance"
"clamscanlogparser","1","blackarch-malware","http://magikh0e.xyz/"
"clash","1.18.0","blackarch-tunnel","https://github.com/Dreamacro/clash"
"climber","30.5530a78","blackarch-scanner","https://github.com/raffaele-forte/climber"
"cloakify","117.f45c3b3","blackarch-misc","https://github.com/trycatchhcf/cloakify"
"cloud-buster","194.b55e4a1","blackarch-recon","https://github.com/SageHack/cloud-buster"
"cloudfail","79.7982c7d","blackarch-recon","https://github.com/m0rtem/CloudFail"
"cloudflare-enum","10.412387f","blackarch-scanner","https://github.com/mandatoryprogrammer/cloudflare_enum"
"cloudget","64.cba10b1","blackarch-webapp","https://github.com/eudemonics/cloudget"
"cloudlist","724.10a6118","blackarch-recon","https://github.com/projectdiscovery/cloudlist"
"cloudmare","108.9c5a39f","blackarch-recon","https://github.com/MrH0wl/Cloudmare"
"cloudsploit","6545.de7c35aef","blackarch-scanner","https://github.com/cloudsploit/scans"
"cloudunflare","14.b91a8a7","blackarch-recon","https://github.com/greycatz/CloudUnflare"
"clusterd","143.d190b2c","blackarch-automation","https://github.com/hatRiot/clusterd"
"cminer","25.d766f7e","blackarch-binary","https://github.com/EgeBalci/Cminer/"
"cmospwd","5.1","blackarch-cracker","http://www.cgsecurity.org/wiki/CmosPwd"
"cms-explorer","15.23b58cd","blackarch-fingerprint","https://github.com/FlorianHeigl/cms-explorer"
"cms-few","0.1","blackarch-webapp","http://packetstormsecurity.com/files/64722/cms_few.py.txt.html"
"cmseek","382.20f9780","blackarch-webapp","https://github.com/Tuhinshubhra/CMSeeK"
"cmsfuzz","5.6be5a98","blackarch-webapp","https://github.com/nahamsec/CMSFuzz"
"cmsmap","8.59dd0e2","blackarch-scanner","https://www.dionach.com/blog/cmsmap-%E2%80%93-a-simple-cms-vulnerability-scanner"
"cmsscan","43.f060b4b","blackarch-webapp","https://github.com/ajinabraham/CMSScan"
"cmsscanner","0.13.8.63.g864c47f","blackarch-webapp","https://github.com/wpscanteam/CMSScanner"
"cnamulator","5.4667c68","blackarch-mobile","https://github.com/packetassailant/cnamulator"
"cntlm","4.b35d55c","blackarch-proxy","https://github.com/bseb/cntlm"
"codeql","2.8.1","blackarch-automation","https://github.com/codeql"
"codetective","45.52b91f1","blackarch-crypto","https://www.digitalloft.org/init/plugin_wiki/page/codetective"
"coercer","2.4.3","blackarch-exploitation","https://github.com/p0dalirius/Coercer"
"comission","203.67b890e","blackarch-webapp","https://github.com/Intrinsec/comission"
"commentor","20.4582674","blackarch-webapp","https://github.com/D3vil0p3r/comMENTOR"
"commix","2195.4ea74103","blackarch-webapp","https://github.com/commixproject/commix"
"commonspeak","36.f0aad23","blackarch-automation","https://github.com/assetnote/commonspeak2"
"complemento","0.7.6","blackarch-fingerprint","http://complemento.sourceforge.net"
"compp","1.0.5","blackarch-cracker","https://github.com/sec-it/ComPP"
"configpush","0.8.5","blackarch-scanner","http://packetstormsecurity.com/files/126621/Config-Push-snmpset-Utility.html"
"conpass","0.1.1","blackarch-windows","https://github.com/login-securite/conpass"
"conpot","0.6.0","blackarch-honeypot","https://pypi.org/project/Conpot/"
"conscan","1.2","blackarch-fuzzer","http://nullsecurity.net/tools/scanner.html"
"cook","v2.2.1.r13.gbabf5ba","blackarch-automation","https://github.com/giteshnxtlvl/cook"
"cookie-cadger","1.08","blackarch-fuzzer","https://cookiecadger.com/"
"corkscrew","2.0","blackarch-tunnel","https://github.com/patpadgett/corkscrew"
"corscanner","99.593043f","blackarch-webapp","https://github.com/chenjj/CORScanner"
"corstest","10.beffd0b","blackarch-scanner","https://github.com/RUB-NDS/CORStest"
"corsy","69.2985ae2","blackarch-webapp","https://github.com/s0md3v/Corsy"
"cottontail","93.b7f5222","blackarch-sniffer","https://github.com/QKaiser/cottontail"
"cowpatty","4.8","blackarch-wireless","https://github.com/joswr1ght/cowpatty"
"cpfinder","0.1","blackarch-scanner","http://packetstormsecurity.com/files/118851/Control-Panel-Finder-Script.html"
"cpp2il","2022.0.7.r17.g20ccab2","blackarch-binary","https://github.com/SamboyCoding/Cpp2IL"
"cppcheck","2.16.0","blackarch-code-audit","http://cppcheck.sourceforge.net/"
"cpptest","2.0.0","blackarch-code-audit","https://github.com/cpptest/cpptest/releases"
"cr3dov3r","47.4e1f784","blackarch-recon","https://github.com/D4Vinci/Cr3dOv3r"
"crabstick","47.bb7827f","blackarch-webapp","https://github.com/Hack-Hut/CrabStick"
"cracken","v1.0.1.r0.g7a325ff","blackarch-misc","https://github.com/shmuelamar/cracken"
"crackhor","2.ae7d83f","blackarch-cracker","https://github.com/CoalfireLabs/crackHOR"
"crackle","111.d83b4b6","blackarch-cracker","https://github.com/mikeryan/crackle/"
"crackmapexec","v6.0.1.r198.gda472cb","blackarch-scanner","https://github.com/Porchetta-Industries/CrackMapExec"
"crackmapexec-pingcastle","9.16340d2","blackarch-windows","https://github.com/TRIKKSS/CrackMapExec-PingCastle"
"crackpkcs12","0.2.10.11.c7dedb1","blackarch-cracker","https://github.com/crackpkcs12/crackpkcs12"
"crackq","48.89b7318","blackarch-cracker","https://github.com/vnik5287/Crackq"
"crackql","1.0.r53.gac26a44","blackarch-webapp","https://github.com/nicholasaleks/CrackQL"
"crackserver","33.e5763ab","blackarch-cracker","https://github.com/averagesecurityguy/crack"
"crawlic","51.739fe2b","blackarch-webapp","https://github.com/Ganapati/Crawlic"
"creak","41.a6c011f","blackarch-networking","https://github.com/codepr/creak"
"create_ap","265.462c09f","blackarch-wireless","https://github.com/oblique/create_ap"
"creddump","3.ed95e1a","blackarch-cracker","https://github.com/moyix/creddump"
"credmap","116.d862247","blackarch-misc","https://github.com/lightos/credmap"
"credmaster","205.b3c2a5b","blackarch-cracker","https://github.com/knavesec/CredMaster"
"creds","17.1ec8297","blackarch-sniffer","https://github.com/DanMcInerney/creds.py"
"credsniper","21.f52461b","blackarch-social","https://github.com/ustayready/CredSniper"
"creepy","137.9f60449","blackarch-scanner","http://github.com/ilektrojohn/creepy.git"
"cribdrag","5.2d27dbf","blackarch-crypto","https://github.com/SpiderLabs/cribdrag"
"crlf-injector","9.bd6db06","blackarch-fuzzer","https://github.com/rudSarkar/crlf-injector"
"crlfuzz","62.7a442bb","blackarch-webapp","https://github.com/dwisiswant0/crlfuzz"
"crosslinked","47.9c0069d","blackarch-social","https://github.com/m8r0wn/crosslinked"
"crosstool-ng","1.26.0","blackarch-misc","https://crosstool-ng.github.io/"
"crowbar","v4.2.r1.g4b563dc","blackarch-cracker","https://github.com/galkan/crowbar"
"crozono","5.6a51669","blackarch-drone","https://github.com/crozono/crozono-free"
"crunch","3.6","blackarch-automation","http://sourceforge.net/projects/crunch-wordlist/"
"crypthook","18.690dcae","blackarch-crypto","https://github.com/chokepoint/CryptHook"
"cryptohazemultiforcer","1.31a","blackarch-cracker","http://www.cryptohaze.com/multiforcer.php"
"cryptonark","0.5.7","blackarch-crypto","http://blog.techstacks.com/cryptonark.html"
"csrftester","1.0","blackarch-webapp","http://www.owasp.org/index.php/Category:OWASP_CSRFTester_Project"
"ct-exposer","24.71252ac","blackarch-scanner","https://github.com/chris408/ct-exposer"
"ctf-party","v3.0.0.r39.gb0c58df","blackarch-misc","https://noraj.github.io/ctf-party/"
"ctunnel","0.7","blackarch-tunnel","http://nardcore.org/ctunnel"
"ctypes-sh","158.b79e401","blackarch-reversing","https://github.com/taviso/ctypes.sh"
"cubicsdr","0.2.7","blackarch-radio","https://github.com/cjcliffe/CubicSDR"
"cuckoo","2.0.7","blackarch-malware","http://cuckoosandbox.org/"
"cudahashcat","2.01","blackarch-cracker","http://hashcat.net/oclhashcat/"
"cupp","77.56547fd","blackarch-cracker","http://www.remote-exploit.org/?page_id=418"
"cutycapt","10","blackarch-recon","http://cutycapt.sourceforge.net/"
"cve-api","170.8e9c247","blackarch-misc","https://github.com/Beyarz/Cve-api"
"cve-search","v5.1.0.r4.g471ccfb","blackarch-exploitation","http://cve-search.github.io/cve-search"
"cvechecker","4.0","blackarch-scanner","https://github.com/sjvermeu/cvechecker"
"cvemap","v0.0.7.r187.g479cec9","blackarch-exploitation","https://github.com/projectdiscovery/cvemap"
"cybercrowl","111.f7cac52","blackarch-webapp","https://github.com/chamli/CyberCrowl"
"cyberscan","75.ca85794","blackarch-networking","https://github.com/medbenali/CyberScan"
"cymothoa","1","blackarch-backdoor","http://cymothoa.sourceforge.net/"
"d-tect","13.9555c25","blackarch-scanner","https://github.com/shawarkhanethicalhacker/D-TECT"
"dagon","244.f065d7b","blackarch-crypto","https://github.com/Ekultek/Dagon"
"dalfox","1464.f3262c7","blackarch-webapp","https://github.com/hahwul/dalfox"
"damm","32.60e7ec7","blackarch-malware","https://github.com/504ensicsLabs/DAMM"
"daredevil","42.81cb57f","blackarch-crypto","https://github.com/SideChannelMarvels/Daredevil"
"dark-dork-searcher","1.0","blackarch-windows","http://rafale.org/~mattoufoutu/darkc0de.com/c0de/c/"
"darkarmour","4.f10228a","blackarch-windows","https://github.com/bats3c/darkarmour"
"darkbing","0.1","blackarch-scanner","http://packetstormsecurity.com/files/111510/darkBing-SQL-Scanner.1.html"
"darkd0rk3r","1.0","blackarch-exploitation","http://packetstormsecurity.com/files/117403/Dark-D0rk3r.0.html"
"darkdump","54.b71776b","blackarch-webapp","https://github.com/josh0xA/darkdump"
"darkjumper","5.8","blackarch-webapp","http://sourceforge.net/projects/darkjumper/"
"darkmysqli","1.6","blackarch-exploitation","https://github.com/BlackArch/darkmysqli"
"darkscrape","68.2ca0e37","blackarch-webapp","https://github.com/itsmehacker/DarkScrape"
"darkspiritz","6.4d23e94","blackarch-exploitation","https://github.com/M4cs/DarkSpiritz"
"darkstat","3.0.721","blackarch-sniffer","https://unix4lyfe.org/darkstat/"
"datajackproxy","42.f75f3a3","blackarch-proxy","https://github.com/nccgroup/DatajackProxy"
"datasploit","367.a270d50","blackarch-recon","https://github.com/upgoingstar/datasploit"
"davoset","1.3.7","blackarch-dos","http://websecurity.com.ua/davoset/"
"davscan","30.701f967","blackarch-webapp","https://github.com/Graph-X/davscan"
"davtest","3.a282c58","blackarch-scanner","http://code.google.com/p/davtest/"
"dawnscanner","v2.2.0.r15.g0d647fc","blackarch-webapp","https://github.com/thesp0nge/dawnscanner"
"dbd","61.8cf5350","blackarch-misc","https://github.com/gitdurandal/dbd"
"dbpwaudit","0.8","blackarch-cracker","http://www.cqure.net/wp/dbpwaudit/"
"dbusmap","16.6bb2831","blackarch-scanner","https://github.com/taviso/dbusmap"
"dc3dd","7.2.646","blackarch-forensic","http://sourceforge.net/projects/dc3dd"
"dcdetector","0.0.1.r52.g2e69244","blackarch-networking","https://github.com/noraj/DCDetector"
"dcfldd","1.7.1","blackarch-forensic","https://github.com/resurrecting-open-source-projects/dcfldd/"
"dcrawl","7.3273c35","blackarch-scanner","https://github.com/kgretzky/dcrawl"
"ddosify","v1.7.2.r2.g1639885","blackarch-dos","https://github.com/ddosify/ddosify"
"ddrescue","1.28","blackarch-forensic","https://www.gnu.org/software/ddrescue/ddrescue.html"
"de4dot","2090.b7d5728","blackarch-windows","https://github.com/de4dot/de4dot"
"deathstar","60.d7bcbfd","blackarch-automation","https://github.com/byt3bl33d3r/DeathStar"
"debinject","43.d884309","blackarch-backdoor","https://github.com/UndeadSec/Debinject"
"deblaze","1.0608dc3","blackarch-scanner","https://github.com/SpiderLabs/deblaze"
"decodify","50.76a0801","blackarch-crypto","https://github.com/UltimateHackers/Decodify"
"deen","601.fd9aebe","blackarch-crypto","https://github.com/takeshixx/deen"
"deepce","119.c1bb2ca","blackarch-exploitation","https://github.com/stealthcopter/deepce"
"delldrac","0.1a","blackarch-scanner","https://www.trustedsec.com/september/owning-dell-drac-awesome-hack/"
"delorean","16.0291151","blackarch-exploitation","https://github.com/PentesterES/Delorean"
"demiguise","11.58d5681","blackarch-crypto","https://github.com/nccgroup/demiguise"
"densityscout","45","blackarch-misc","https://www.cert.at/en/downloads/software/software-densityscout"
"depant","0.3a","blackarch-cracker","http://midnightresearch.com/projects/depant/"
"depdep","2.0","blackarch-networking","https://github.com/galkan/depdep"
"dependency-check","10.0.2","blackarch-code-audit","https://github.com/jeremylong/DependencyCheck/releases/"
"depix","38.f7d1850","blackarch-misc","https://github.com/beurtschipper/Depix"
"der-ascii","93.de4197e","blackarch-misc","https://github.com/google/der-ascii"
"det","31.417cbce","blackarch-networking","https://github.com/sensepost/det"
"detect-it-easy","3.09","blackarch-binary","https://github.com/horsicq/DIE-engine/releases"
"detect-secrets","v1.5.0.r43.ga57ec40","blackarch-code-audit","https://github.com/Yelp/detect-secrets"
"detect-sniffer","159.a359262","blackarch-defensive","https://github.com/galkan/tools/tree/master/detect_sniffer"
"detectem","276.bc5f073","blackarch-fingerprint","https://github.com/spectresearch/detectem"
